Faculty,Course,Semester,Day,Time,Time-start,Time-end,Building,Room,Building_Name,Building_Number
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82318-01,א',ב',16:00 - 18:00,16:00,18:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82318-01,ב',ב',16:00 - 18:00,16:00,18:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82320-01,א',א',12:00 - 14:00,12:00,14:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82330-01,א',א',10:00 - 12:00,10:00,12:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82332-01,א',א',08:00 - 10:00,8:00,10:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82350-01,א',ב',14:00 - 16:00,14:00,16:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82351-01,ב',ב',10:00 - 12:00,10:00,12:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82403-01,א',א',14:00 - 16:00,14:00,16:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82403-01,א',א',15:00 - 17:00,15:00,17:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82403-01,ב',א',14:00 - 16:00,14:00,16:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82403-01,ב',א',15:00 - 17:00,15:00,17:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82408-01,ב',ד',10:00 - 12:00,10:00,12:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82413-01,ב',ד',08:00 - 10:00,8:00,10:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82420-01,א',ד',08:00 - 12:00,8:00,12:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82423-01,א',א',11:00 - 13:00,11:00,13:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82424-01,א',ד',12:00 - 14:00,12:00,14:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82425-01,ב',ד',12:00 - 14:00,12:00,14:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82433-01,ב',א',08:00 - 09:00,8:00,9:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82443-01,א',א',09:00 - 11:00,9:00,11:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82443-01,ב',א',09:00 - 11:00,9:00,11:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82703-01,א',ג',12:00 - 14:00,12:00,14:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82704-01,ב',ג',13:00 - 15:00,13:00,15:00,סטודנטים 105,104,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82705-01,א',ג',12:00 - 14:00,12:00,14:00,סטודנטים 105,2,סטודנטים,105
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82707-01,א',ג',10:00 - 12:00,10:00,12:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82709-01,ב',ג',17:00 - 19:00,17:00,19:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82710-01,ב',ג',15:00 - 17:00,15:00,17:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82711-01,א',ג',08:00 - 10:00,8:00,10:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82712-01,ב',ג',09:00 - 11:00,9:00,11:00,משפטים 304,3,משפטים,304
"מחלקה ביה""ס לאופטומטריה ומדעי הראייה",82714-01,א',ג',10:00 - 12:00,10:00,12:00,סטודנטים 105,101,סטודנטים,105
"מחלקה ביה""ס למינהל עסקים",70138-02,ב',ג',16:00 - 18:00,16:00,18:00,מ.ישראל 605,101,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70138-04,ב',ג',16:00 - 18:00,16:00,18:00,מ.ישראל 605,102,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70309-01,א',ו',10:00 - 12:00,10:00,12:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70318-01,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 604,11,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70327-01,ב',ב',18:00 - 20:00,18:00,20:00,מ.ישראל 604,11,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70345-01,א',ו',08:00 - 10:00,8:00,10:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70358-01,ב',ו',08:00 - 09:00,8:00,9:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70369-01,ב',ו',12:00 - 14:00,12:00,14:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70372-01,ב',ב',16:00 - 17:00,16:00,17:00,מ.ישראל 604,11,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70398-01,ב',ו',10:00 - 12:00,10:00,12:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70406-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 604,11,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70408-01,ב',ב',16:00 - 17:00,16:00,17:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70409-01,ב',ב',20:00 - 21:00,20:00,21:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70411-01,ב',ו',12:00 - 13:00,12:00,13:00,מ.ישראל 605,104,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70412-01,א',ב',16:00 - 18:00,16:00,18:00,מ.ישראל 604,205,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70414-01,ב',ב',18:00 - 19:00,18:00,19:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70417-01,א',ב',18:00 - 20:00,18:00,20:00,מ.ישראל 605,101,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70417-02,א',ב',20:00 - 22:00,20:00,22:00,מ.ישראל 605,101,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70420-01,ב',ב',17:00 - 18:00,17:00,18:00,מ.ישראל 604,11,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70422-01,א',ו',12:00 - 13:00,12:00,13:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70424-01,ב',ב',17:00 - 18:00,17:00,18:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70426-01,א',ב',16:00 - 17:00,16:00,17:00,מ.ישראל 605,11,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70427-01,ב',ב',19:00 - 20:00,19:00,20:00,יהדות 402,63,יהדות,402
"מחלקה ביה""ס למינהל עסקים",70591-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 604,12,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70593-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 605,104,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70594-01,א',א',16:00 - 18:00,16:00,18:00,מ.ישראל 507,4,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70597-15,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 505,4,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70598-15,א',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 505,105,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70599-01,א',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 504,6,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70600-01,ב',א',16:00 - 18:00,16:00,18:00,מ.ישראל 605,202,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70600-02,ב',א',18:00 - 19:00,18:00,19:00,מ.ישראל 605,202,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70602-15,ב',א',19:00 - 22:00,19:00,22:00,מ.ישראל 604,14,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70603-01,ב',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 507,101,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70603-15,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 507,103,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70606-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 504,4,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70610-15,א',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 605,102,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70616-15,א',א',20:00 - 22:00,20:00,22:00,מ.ישראל 504,7,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70617-01,ב',א',19:00 - 21:00,19:00,21:00,מ.ישראל 604,12,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70619-01,ב',א',16:00 - 19:00,16:00,19:00,מ.ישראל 604,13,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70621-01,א',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 505,1,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70621-15,א',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 504,3,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70622-15,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 604,101,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70625-01,ב',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 507,201,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70626-01,א',ו',10:00 - 13:00,10:00,13:00,מ.ישראל 604,105,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70627-15,ב',א',16:00 - 19:00,16:00,19:00,מ.ישראל 507,201,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70628-01,א',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 505,4,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70629-15,א',א',18:00 - 20:00,18:00,20:00,יהדות 403,67,יהדות,403
"מחלקה ביה""ס למינהל עסקים",70630-15,ב',א',19:00 - 22:00,19:00,22:00,מ.ישראל 604,13,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70631-15,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 507,204,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70631-16,א',א',20:00 - 22:00,20:00,22:00,מ.ישראל 507,204,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70632-01,ב',ו',08:00 - 11:00,8:00,11:00,מ.ישראל 505,106,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70632-15,ב',ו',11:00 - 14:00,11:00,14:00,מ.ישראל 505,62,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70634-01,א',ו',11:00 - 14:00,11:00,14:00,מ.ישראל 504,4,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70634-15,א',ו',08:00 - 11:00,8:00,11:00,מ.ישראל 504,4,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70636-15,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 604,105,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70639-01,ב',א',19:00 - 21:00,19:00,21:00,מ.ישראל 505,104,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70640-01,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 605,13,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70645-01,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 504,4,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70646-01,א',א',16:00 - 18:00,16:00,18:00,מ.ישראל 501,25,מ.ישראל,501
"מחלקה ביה""ס למינהל עסקים",70646-15,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 501,25,מ.ישראל,501
"מחלקה ביה""ס למינהל עסקים",70647-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 505,201,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70647-15,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 505,201,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70648-01,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 505,5,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70649-01,א',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 505,106,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70650-15,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 505,104,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70654-01,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 504,2,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70656-15,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 504,7,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70657-09,ב',ד',20:00 - 22:00,20:00,22:00,מ.ישראל 504,4,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70659-15,א',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 505,5,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70660-01,א',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 505,3,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70662-01,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 505,5,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70663-15,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 604,63,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70664-15,א',א',20:00 - 22:00,20:00,22:00,מ.ישראל 507,207,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70666-01,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 604,61,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70667-01,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 605,102,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70667-15,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 605,102,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70672-01,ב',א',18:00 - 20:00,18:00,20:00,מ.ישראל 507,2,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70675-15,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 505,1,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70676-15,א',ו',12:00 - 14:00,12:00,14:00,מ.ישראל 505,101,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70690-01,א',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 505,3,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70693-01,א',א',16:00 - 18:00,16:00,18:00,מ.ישראל 604,205,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70693-02,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 604,101,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70693-15,א',א',20:00 - 22:00,20:00,22:00,מ.ישראל 501,25,מ.ישראל,501
"מחלקה ביה""ס למינהל עסקים",70723-01,א',ד',18:00 - 20:00,18:00,20:00,מ.ישראל 505,4,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70723-01,ב',ד',18:00 - 20:00,18:00,20:00,מ.ישראל 505,4,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70727-01,א',ד',18:00 - 20:00,18:00,20:00,חברה 905,417,חברה,905
"מחלקה ביה""ס למינהל עסקים",70727-01,ב',ד',18:00 - 20:00,18:00,20:00,חברה 905,417,חברה,905
"מחלקה ביה""ס למינהל עסקים",70743-01,ב',א',20:00 - 22:00,20:00,22:00,מ.ישראל 507,102,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70749-01,א',א',16:00 - 18:00,16:00,18:00,מ.ישראל 504,2,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70749-15,א',ג',18:00 - 22:00,18:00,22:00,מ.ישראל 504,2,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70759-01,א',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 505,4,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70772-01,א',א',20:00 - 22:00,20:00,22:00,מ.ישראל 507,2,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70789-01,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 504,1,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70793-01,ב',א',16:00 - 18:00,16:00,18:00,מ.ישראל 605,201,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70793-02,ב',א',18:00 - 19:00,18:00,19:00,מ.ישראל 605,201,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70798-01,א',א',20:00 - 22:00,20:00,22:00,מ.ישראל 604,14,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70833-15,א',ג',18:00 - 20:00,18:00,20:00,מ.ישראל 505,106,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70842-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 507,201,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70842-02,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 504,6,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70842-04,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 604,101,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70842-05,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 507,107,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70867-01,א',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 604,104,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70867-02,א',ו',10:00 - 11:00,10:00,11:00,מ.ישראל 604,104,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70867-03,ב',א',16:00 - 18:00,16:00,18:00,מ.ישראל 507,101,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70867-04,ב',א',18:00 - 19:00,18:00,19:00,מ.ישראל 507,101,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70867-05,ב',א',19:00 - 21:00,19:00,21:00,מ.ישראל 507,101,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70867-06,ב',א',21:00 - 22:00,21:00,22:00,מ.ישראל 507,101,מ.ישראל,507
"מחלקה ביה""ס למינהל עסקים",70871-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 604,61,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70880-01,ב',א',19:00 - 21:00,19:00,21:00,מ.ישראל 604,101,מ.ישראל,604
"מחלקה ביה""ס למינהל עסקים",70892-01,ב',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 605,102,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70892-02,ב',א',16:00 - 18:00,16:00,18:00,מ.ישראל 605,101,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70892-04,ב',ו',08:00 - 10:00,8:00,10:00,מ.ישראל 605,101,מ.ישראל,605
"מחלקה ביה""ס למינהל עסקים",70892-15,א',ו',10:00 - 12:00,10:00,12:00,מ.ישראל 504,5,מ.ישראל,504
"מחלקה ביה""ס למינהל עסקים",70928-01,א',א',16:00 - 18:00,16:00,18:00,מ.ישראל 505,105,מ.ישראל,505
"מחלקה ביה""ס למינהל עסקים",70928-15,א',א',18:00 - 20:00,18:00,20:00,מ.ישראל 504,1,מ.ישראל,504
